MSFT,TSLA,FB,NVDA,JPM,JNJ,HD,UNH,BAC,PG,V,MA,ADBE,PFE,NFLX,DIS,CSCO,ORCL,CRM,KO,COST,TMO,ACN,ABT,PEP,CVX,DHR,LLY,PYPL,ABBV,CMCSA,INTC,NKE,VZ,QCOM,WFC,MCD,INTU,MRK,TXN,LIN,MS,AMD,NEE,T,LOW,C,HON,UNP,SCHW,MDT,PM,UPS,AMAT,BLK,GS,SBUX,AXP,FDX,BMY,CVS,IBM,AMT,AMGN,ISRG,PLD,MRNA,TGT,CAT,GM,LRCX,MMM,ADI,ADP,COP,F,LMT,MU,SYK,EL,GILD,MMC,MDLZ,PNC,XOM,BA,CME,CI,CCI,CSX,BDX,CL,FIS,ATVI,AON,USB,CB,FISV,COF,FCX
MSQ$0721355C,TSL$0519275C,FB$0819134C,UVA$0420160C,JPM$0721135C,JNJ$042085C,HD$1020245C,CAH$031951.5C,BAC$041932C,PCG$091911C,V$0120145C,MA$0721445C,AEQ$0421275C,PFE$041942C,NFL$1020555C,DIS$1020130C,CYQ$092160C,ORQ$041940C,CRM$0721252.5C,KO$031935C,PRQ$0819310C,TMO$1221830C,ACN$042085C,ABT$122185C,PEP$0420125C,CVX$042062C,DH1$0419115C,LLY$0420139C,PYP$1020105C,ABB$1221185C,CCQ$092046C,INQ$071933C,NKE$042093C,VZ$011925C,QAQ$0420110C,WFC$062139C,MCD$0720160C,IQU$0721472.5C,MRK$072080C,TXN$1221140C,PX$0921210C,MS$012047C,AMD$072185C,FPL$1019195C,T$012043.5C,LOW$1221175C,C$072170.0C,HN3$0520132C,UNP$0120130C,SHQ$022147C,MD1$1221106C,PM$072070C,UPS$1020125C,ANQ$012064.5C,BLK$0421795C,GS$0721405C,SQX$0120120C,AXP$042075C,FDX$0420104C,BMY$051975C,CVS$0921110C,IBM$0721185C,AMT$0120160C,AMQ$1221155C,AXQ$1020780C,PLD$032180C,MOD$0321135C,TGT$1221175C,CAT$1020175C,GMU$092144C,LMQ$0421375C,MMM$0720147C,ADI$1221160C,AD1$0120115C,COP$072049C,F$09214.00C,LMT$0819445C,MU$042052C,SDQ$0419220C,EL$0921360C,GDQ$051972C,MMC$0719110C,KFT$011937C,PNC$0521185C,XOM$051960C,BA$0421160C,CME$0720205C,CI$0721100C,CCI$0921195C,CSX$072193C,BDX$0419320C,CL$041959C,FIS$0621170C,AQV$051943C,AOC$1220105C,USB$062125C,ACE$0621180C,FQV$0419115C,COF$122190C,FCX$032145C
MSQ$0721360C,TSL$0519280C,FB$0819135C,UVA$0420165C,JPM$0721136C,JNJ$042090C,HD$1020250C,CAH$031952.5C,BAC$041933C,PCG$091913C,V$0120150C,MA$0721450C,AEQ$0421280C,PFE$041943C,NFL$1020560C,DIS$1020131C,CYQ$092161C,ORQ$041941C,CRM$0721255C,KO$031936C,PRQ$0819315C,TMO$1221840C,ACN$042090C,ABT$122190C,PEP$0420126C,CVX$042063C,DH1$0419120C,LLY$0420140C,PYP$1020110C,ABB$1221190C,CCQ$092047C,INQ$071934C,NKE$042094C,VZ$011926C,QAQ$0420115C,WFC$062140C,MCD$0720165C,IQU$1020292.5C,MRK$072080.5C,TXN$1221145C,PX$0921220C,MS$012048C,AMD$072186C,FPL$1019200C,T$012044.0C,LOW$1221180C,C$072170.5C,HN3$0520134C,UNP$0120135C,SHQ$022150C,MD1$1221107C,PM$072071C,UPS$1020130C,ANQ$012065.5C,BLK$0421800C,GS$0721410C,SQX$0120125C,AXP$042076C,FDX$0420105C,BMY$092130C,CVS$0921115C,IBM$0721190C,AMT$0120165C,AMQ$1221160C,AXQ$1020785C,PLD$032185C,MOD$0321136C,TGT$1221180C,CAT$1020180C,GMU$092145C,LMQ$0421380C,MMM$0720148C,ADI$1221165C,AD1$0120120C,COP$072050C,F$09215.00C,LMT$0819450C,MU$042053C,SDQ$0419230C,EL$0921370C,GDQ$051973C,MMC$0719115C,KFT$011938C,PNC$0521190C,XOM$051965C,BA$0421165C,CME$0720210C,CI$0721105C,CCI$0921200C,CSX$072193.5C,BDX$0419350C,CL$041960C,FIS$0621175C,AQV$051944C,AOC$1220110C,USB$062130C,ACE$0621185C,FQV$0419120C,COF$122195C,FCX$032147C
MSQ$0721365C,TSL$0519285C,FB$0819136C,UVA$0420170C,JPM$0721137C,JNJ$042095C,HD$1020255C,CAH$031953.5C,BAC$041934C,PCG$091915C,V$0120155C,MA$0721455C,AEQ$0421285C,PFE$041944C,NFL$1020565C,DIS$1020132C,CYQ$092162C,ORQ$041942C,CRM$0721257.5C,KO$031937C,PRQ$0819320C,TMO$1221850C,ACN$042095C,ABT$122195C,PEP$0420127C,CVX$042064C,DH1$0419125C,LLY$0420141C,PYP$1020115C,ABB$122155C,CCQ$092048C,INQ$071935C,NKE$042095C,VZ$011927C,QAQ$0420120C,WFC$062141C,MCD$0720170C,IQU$0420222.5C,MRK$072081C,TXN$1221150C,PX$0921230C,MS$012049C,AMD$072187C,FPL$1019210C,T$012044.5C,LOW$1221185C,C$072171.0C,HN3$0520135C,UNP$0120140C,SHQ$022151C,MD1$1221108C,PM$072072C,UPS$1020135C,ANQ$012068.5C,BLK$0421805C,GS$0721415C,SQX$0120130C,AXP$042077C,FDX$0420106C,BMY$092135C,CVS$0921120C,IBM$0721195C,AMT$0120170C,AMQ$1221165C,AXQ$1020790C,PLD$032190C,MOD$0321137C,TGT$1221185C,CAT$1020185C,GMU$092146C,LMQ$0421385C,MMM$0720149C,ADI$1221170C,AD1$0120125C,COP$072051C,F$09216.00C,LMT$0819455C,MU$042054C,SDQ$0419240C,EL$0921380C,GDQ$051974C,MMC$0719120C,KFT$011939C,PNC$0521195C,XOM$051966C,BA$0421170C,CME$0720220C,CI$0721115C,CCI$0921220C,CSX$072194C,BDX$1220115C,CL$041961C,FIS$0621180C,AQV$051945C,AOC$1220115C,USB$062135C,ACE$0621190C,FQV$0419125C,COF$0120100C,FCX$032148C
MSQ$0721370C,TSL$0519290C,FB$0819137C,UVA$0420175C,JPM$0721138C,JNJ$1221100C,HD$1020260C,CAH$031954.5C,BAC$041935C,PCG$091916C,V$0120160C,MA$0721460C,AEQ$0421290C,PFE$041945C,NFL$1020570C,DIS$1020133C,CYQ$092163C,ORQ$041943C,CRM$0721260C,KO$031938C,PRQ$0819325C,TMO$1221860C,ACN$1221165C,ABT$0120100C,PEP$0420128C,CVX$042065C,DH1$0419130C,LLY$0420142C,PYP$1020120C,ABB$122160C,CCQ$092049C,INQ$071937C,NKE$042096C,VZ$011928C,QAQ$042030C,WFC$062142C,MCD$0720175C,IQU$0420227.5C,MRK$072081.5C,TXN$1221155C,PX$0921240C,MS$012050C,AMD$072188C,FPL$1019220C,T$012045.0C,LOW$1221190C,C$072171.5C,HN3$0520136C,UNP$0120145C,SHQ$022152C,MD1$1221109C,PM$072073C,UPS$1020140C,ANQ$012069.5C,BLK$0421810C,GS$0721420C,SQX$012030C,AXP$042078C,FDX$0420107C,BMY$092140C,CVS$092145C,IBM$0721200C,AMT$0120175C,AMQ$1221170C,AXQ$1020795C,PLD$032195C,MOD$0321138C,TGT$1221190C,CAT$1020190C,GMU$092147C,LMQ$0421390C,MMM$0720150C,ADI$1221175C,AD1$0120130C,COP$072052C,F$09217.00C,LMT$0819460C,MU$042055C,SDQ$0419250C,EL$0921390C,GDQ$051975C,MMC$0719125C,KFT$011940C,PNC$0521202.5C,XOM$051967C,BA$0421175C,CME$0720230C,CI$0721120C,CCI$0921230C,CSX$072194.5C,BDX$1220125C,CL$041962C,FIS$0621185C,AQV$051946C,AOC$1220120C,USB$062140C,ACE$0621195C,FQV$041945C,COF$0120101C,FCX$032149C
MSQ$0721375C,TSL$0519295C,FB$0819138C,UVA$0420180C,JPM$0721139C,JNJ$1221105C,HD$1020265C,CAH$031955.5C,BAC$041936C,PCG$091917C,V$0120165C,MA$0721465C,AEQ$0421295C,PFE$041946C,NFL$1020575C,DIS$1020134C,CYQ$092164C,ORQ$041944C,CRM$0721262.5C,KO$031939C,PRQ$0819330C,TMO$1221870C,ACN$1221170C,ABT$0120105C,PEP$0420129C,CVX$042066C,DH1$0419135C,LLY$0420143C,PYP$1020125C,ABB$122165C,CCQ$092050C,INQ$071939C,NKE$042097C,VZ$011929C,QAQ$042035C,WFC$062143C,MCD$0720180C,IQU$0420232.5C,MRK$072082C,TXN$1221160C,PX$0921250C,MS$012051C,AMD$072189C,FPL$1019230C,T$012046.0C,LOW$1221195C,C$072172.0C,HN3$0520137C,UNP$0120150C,SHQ$022153C,MD1$1221110C,PM$072074C,UPS$1020145C,ANQ$072032.5C,BLK$0421815C,GS$0721425C,SQX$012035C,AXP$042079C,FDX$0420108C,BMY$092145C,CVS$092150C,IBM$072155C,AMT$0120180C,AMQ$1221175C,AXQ$1020800C,PLD$1121100C,MOD$0321139C,TGT$1221195C,CAT$1020195C,GMU$092148C,LMQ$0421395C,MMM$0720155C,ADI$1221180C,AD1$0120135C,COP$072053C,F$09218.00C,LMT$0721200C,MU$042056C,SDQ$0419260C,EL$0921400C,GDQ$051980C,MMC$071950C,KFT$011941C,PNC$0521205C,XOM$051968C,BA$0421180C,CME$0720240C,CI$0721125C,CCI$0921240C,CSX$072195C,BDX$1220130C,CL$041963C,FIS$0621190C,AQV$051947C,AOC$1220125C,USB$062145C,ACE$0621200C,FQV$041950C,COF$0120102C,FCX$032153C
MSQ$0721380C,TSL$051930C,FB$0819139C,UVA$0420185C,JPM$0721140C,JNJ$1221110C,HD$1020270C,CAH$031956.5C,BAC$122010C,PCG$091919C,V$0120170C,MA$0721470C,AEQ$0421300C,PFE$041947C,NFL$1020580C,DIS$1020135C,CYQ$092165C,ORQ$041945C,CRM$0721265C,KO$031940C,PRQ$0819340C,TMO$1221880C,ACN$1221175C,ABT$0120110C,PEP$0420130C,CVX$042067C,DH1$0419140C,LLY$0420144C,PYP$1020130C,ABB$122170C,CCQ$092051C,INQ$071940C,NKE$042098C,VZ$011930C,QAQ$042040C,WFC$062144C,MCD$0720185C,IQU$0420237.5C,MRK$072082.5C,TXN$1221165C,PX$0921260C,MS$012052C,AMD$072190C,FPL$1019240C,T$012047.0C,LOW$1221200C,C$072172.5C,HN3$0520139C,UNP$0120155C,SHQ$022154C,MD1$1221111C,PM$072075C,UPS$1020148C,ANQ$072042.5C,BLK$0421820C,GS$0721430C,SQX$012040C,AXP$042080C,FDX$0420109C,BMY$092150C,CVS$092155C,IBM$072160C,AMT$0120185C,AMQ$1221180C,AXQ$1020805C,PLD$1121105C,MOD$0321140C,TGT$1221200C,CAT$1020200C,GMU$092149C,LMQ$0421400C,MMM$0720160C,ADI$1221185C,AD1$0120140C,COP$072054C,F$09218.5C,LMT$0721205C,MU$042060C,SDQ$1220100C,EL$0921410C,GDQ$051985C,MMC$071955C,KFT$011942C,PNC$0521215C,XOM$051969C,BA$0421185C,CME$0720250C,CI$0721130C,CCI$0921250C,CSX$072195.5C,BDX$1220135C,CL$041964C,FIS$0621195C,AQV$051948C,AOC$1220130C,USB$062150C,ACE$0621210C,FQV$041955C,COF$0120103C,FCX$032154C
MSQ$0721385C,TSL$0519300C,FB$0819140C,UVA$0420190C,JPM$0721141C,JNJ$1221115C,HD$1020275C,CAH$031957.5C,BAC$122012C,PCG$09192C,V$0120175C,MA$0721475C,AEQ$0421305C,PFE$041948C,NFL$1020585C,DIS$1020136C,CYQ$092170C,ORQ$041946C,CRM$0721267.5C,KO$031941C,PRQ$0819350C,TMO$1221890C,ACN$1221180C,ABT$0120115C,PEP$0420131C,CVX$042068C,DH1$0419145C,LLY$0420145C,PYP$1020135C,ABB$122175C,CCQ$092055C,INQ$071942C,NKE$1221100C,VZ$011931C,QAQ$042045C,WFC$062145C,MCD$0720190C,IQU$0420242.5C,MRK$072083C,TXN$1221170C,PX$0921270C,MS$012053C,AMD$072191C,FPL$1019250C,T$012050.0C,LOW$1221205C,C$072173.0C,HN3$0520141C,UNP$0120160C,SHQ$022155C,MD1$1221112C,PM$072076C,UPS$1020149C,ANQ$072055.5C,BLK$0421825C,GS$0721435C,SQX$012043C,AXP$042081C,FDX$0420110C,BMY$092155C,CVS$092160C,IBM$072165C,AMT$0120190C,AMQ$1221185C,AXQ$1020810C,PLD$1121110C,MOD$0321141C,TGT$1221205C,CAT$102070C,GMU$092150C,LMQ$0421405C,MMM$0720165C,ADI$1221190C,AD1$0120143C,COP$072055C,F$09219.00C,LMT$0721210C,MU$042065C,SDQ$1220105C,EL$0921420C,GDQ$051990C,MMC$071960C,KFT$011943C,PNC$0521230C,XOM$051970C,BA$0421190C,CME$0720260C,CI$0721135C,CCI$0921260C,CSX$072196C,BDX$1220140C,CL$041965C,FIS$0621200C,AQV$051949C,AOC$1220135C,USB$062151C,ACE$0621220C,FQV$041960C,COF$0120104C,FCX$032155C
MSQ$0721390C,TSL$0519305C,FB$0819141C,UVA$0420195C,JPM$0721142C,JNJ$1221120C,HD$1020280C,CAH$031961.5C,BAC$122013C,PCG$091920C,V$0120180C,MA$0721480C,AEQ$0421310C,PFE$041949C,NFL$1020590C,DIS$1020137C,CYQ$092175C,ORQ$041947C,CRM$0721270C,KO$031942C,PRQ$0819360C,TMO$1221900C,ACN$1221185C,ABT$0120120C,PEP$0420132C,CVX$042069C,DH1$0419150C,LLY$0420146C,PYP$1020140C,ABB$122180C,CCQ$022125C,INQ$071945C,NKE$1221105C,VZ$011932C,QAQ$042050C,WFC$062146C,MCD$0720195C,IQU$1221652.5C,MRK$072083.5C,TXN$1221175C,PX$0921280C,MS$012054C,AMD$072192C,FPL$1019260C,T$012055.0C,LOW$1221210C,C$072173.5C,HN3$0520142C,UNP$0120165C,SHQ$022157C,MD1$1221113C,PM$072077C,UPS$1020150C,ANQ$072059.5C,BLK$0421830C,GS$0721440C,SQX$012045C,AXP$042082C,FDX$0420111C,BMY$092160C,CVS$092165C,IBM$072170C,AMT$0120195C,AMQ$1221190C,AXQ$1020815C,PLD$1121115C,MOD$0321142C,TGT$1221210C,CAT$102075C,GMU$092151C,LMQ$0421410C,MMM$0720170C,ADI$1221195C,AD1$0120144C,COP$072060C,F$09219.5C,LMT$0721215C,MU$042070C,SDQ$1220110C,EL$0921430C,GDQ$051995C,MMC$071965C,KFT$011944C,PNC$0521260C,XOM$051971C,BA$0421195C,CME$072085C,CI$0721140C,CCI$0921270C,CSX$072196.5C,BDX$1220145C,CL$041966C,FIS$0621210C,AQV$051950C,AOC$1220140C,USB$062152C,ACE$0621230C,FQV$041965C,COF$0120105C,FCX$032156C
MSQ$1020100C,TSL$0519310C,FB$0819142C,UVA$0420200C,JPM$0721143C,JNJ$1221125C,HD$1020285C,CAH$031962.5C,BAC$122014C,PCG$091921C,V$0120185C,MA$0721485C,AEQ$0421315C,PFE$041950C,NFL$1020595C,DIS$1020138C,CYQ$092180C,ORQ$041948C,CRM$0721275C,KO$031943C,PRQ$0819370C,TMO$1221910C,ACN$1221190C,ABT$012030C,PEP$0420133C,CVX$042070C,DH1$0419155C,LLY$0420147C,PYP$1020145C,ABB$122185C,CCQ$022130C,INQ$071946C,NKE$1221110C,VZ$011933C,QAQ$042055C,WFC$062147C,MCD$0720200C,IQU$1221657.5C,MRK$072084C,TXN$1221180C,PX$0921290C,MS$012055C,AMD$072193C,FPL$1019270C,T$072015.0C,LOW$1221215C,C$072174.0C,HN3$0520143C,UNP$0120170C,SHQ$022158C,MD1$1221114C,PM$072078C,UPS$1020152.5C,ANQ$072062.5C,BLK$0421835C,GS$0721445C,SQX$012047C,AXP$042083C,FDX$0420112C,BMY$092161C,CVS$092170C,IBM$072175C,AMT$0120200C,AMQ$1221195C,AXQ$1020820C,PLD$1121120C,MOD$0321143C,TGT$1221215C,CAT$102080C,GMU$092152C,LMQ$0421415C,MMM$0720175C,ADI$1221200C,AD1$0120145C,COP$072065C,F$04191.00C,LMT$0721220C,MU$042075C,SDQ$1220115C,EL$0921440C,GDQ$0921100C,MMC$071970C,KFT$011945C,PNC$052160C,XOM$051972C,BA$0421200C,CME$072090C,CI$0721145C,CCI$0921280C,CSX$072197C,BDX$1220155C,CL$041967C,FIS$0621220C,AQV$051951C,AOC$1220145C,USB$062153C,ACE$0621240C,FQV$041970C,COF$0120106C,FCX$032157C
MSQ$1020105C,TSL$0519315C,FB$0819143C,UVA$0420205C,JPM$0721144C,JNJ$1221130C,HD$1020290C,CAH$111937.5C,BAC$122015C,PCG$091922C,V$0120190C,MA$0721490C,AEQ$0421320C,PFE$122018C,NFL$1020600C,DIS$1020139C,CYQ$041928C,ORQ$041949C,CRM$0721280C,KO$031944C,PRQ$0721140C,TMO$0120135C,ACN$1221195C,ABT$012035C,PEP$0420134C,CVX$042071C,DH1$041970C,LLY$0420148C,PYP$1020150C,ABB$122190C,CCQ$022135C,INQ$071947C,NKE$1221115C,VZ$011934C,QAQ$042057C,WFC$062148C,MCD$0720205C,IQU$1221667.5C,MRK$072084.5C,TXN$1221185C,PX$0921300C,MS$012056C,AMD$072194C,FPL$1019280C,T$072016.0C,LOW$1221220C,C$072174.5C,HN3$0520144C,UNP$0120175C,SHQ$022159C,MD1$1221115C,PM$072079C,UPS$1020155C,ANQ$072066.5C,BLK$0421840C,GS$0721450C,SQX$012050C,AXP$042084C,FDX$0420113C,BMY$092162C,CVS$092174C,IBM$072180C,AMT$0120205C,AMQ$1221200C,AXQ$1020825C,PLD$1121125C,MOD$0321144C,TGT$1221220C,CAT$102085C,GMU$092153C,LMQ$0421420C,MMM$0720180C,ADI$1221205C,AD1$0120146C,COP$072070C,F$041910.0C,LMT$0721225C,MU$042080C,SDQ$1220120C,EL$0921450C,GDQ$0921105C,MMC$071975C,KFT$011946C,PNC$052180C,XOM$051973C,BA$0421205C,CME$072095C,CI$0721150C,CCI$0921290C,CSX$072197.5C,BDX$1220165C,CL$041968C,FIS$062165C,AQV$051952C,AOC$1220150C,USB$062154C,ACE$062190C,FQV$041975C,COF$0120107C,FCX$032158C
MSQ$1020110C,TSL$0519320C,FB$0819144C,UVA$0420210C,JPM$0721145C,JNJ$1221135C,HD$1020295C,CAH$111942.5C,BAC$122016C,PCG$091924C,V$0120195C,MA$0721495C,AEQ$0421325C,PFE$122020C,NFL$1020605C,DIS$1020140C,CYQ$041929C,ORQ$041950C,CRM$0721285C,KO$031945C,PRQ$0721145C,TMO$0120140C,ACN$1221200C,ABT$012040C,PEP$0420135C,CVX$042072C,DH1$041975C,LLY$0420149C,PYP$1020155C,ABB$122195C,CCQ$022140C,INQ$071948C,NKE$1221120C,VZ$011935C,QAQ$042058C,WFC$062149C,MCD$0720210C,IQU$0120232.5C,MRK$072085C,TXN$1221190C,PX$0921310C,MS$012057C,AMD$072195C,FPL$1019290C,T$072017.0C,LOW$1221225C,C$072175.0C,HN3$0520145C,UNP$0120180C,SHQ$022160C,MD1$1221116C,PM$072080C,UPS$1020157.5C,ANQ$051942.5C,BLK$0421850C,GS$0721455C,SQX$012055C,AXP$042085C,FDX$0420114C,BMY$092163C,CVS$092175C,IBM$072185C,AMT$0120210C,AMQ$1221205C,AXQ$1020830C,PLD$1121130C,MOD$0321145C,TGT$1221225C,CAT$102090C,GMU$092154C,LMQ$0421425C,MMM$0720185C,ADI$1221210C,AD1$0120147C,COP$0519100C,F$041910.5C,LMT$0721230C,MU$042085C,SDQ$1220125C,EL$0921460C,GDQ$0921110C,MMC$071980C,KFT$011947C,PNC$052185C,XOM$051974C,BA$0421210C,CME$0519125C,CI$0721155C,CCI$0921300C,CSX$072198C,BDX$1220170C,CL$041969C,FIS$062170C,AQV$051953C,AOC$1220155C,USB$062155C,ACE$062195C,FQV$041980C,COF$0120108C,FCX$112121C
MSQ$1020115C,TSL$0519325C,FB$0819145C,UVA$0420215C,JPM$0721146C,JNJ$1221140C,HD$1020300C,CAH$111944.5C,BAC$122017C,PCG$091925C,V$0120200C,MA$0721500C,AEQ$0421330C,PFE$122023C,NFL$1020610C,DIS$1020141C,CYQ$041930C,ORQ$041951C,CRM$0721290C,KO$031946C,PRQ$0721150C,TMO$0120145C,ACN$1221205C,ABT$012045C,PEP$0420136C,CVX$042073C,DH1$041980C,LLY$0420150C,PYP$1020160C,ABB$0120100C,CCQ$022142C,INQ$071949C,NKE$1221125C,VZ$011936C,QAQ$042059C,WFC$062150C,MCD$0720215C,IQU$0120237.5C,MRK$072086C,TXN$1221195C,PX$0921320C,MS$012058C,AMD$072196C,FPL$1019300C,T$072018.0C,LOW$1221230C,C$072176.0C,HN3$0520146C,UNP$0120185C,SHQ$022162C,MD1$1221117C,PM$072081C,UPS$1020160C,ANQ$051943.5C,BLK$0421860C,GS$0721460C,SQX$012060C,AXP$042086C,FDX$0420115C,BMY$092164C,CVS$092176C,IBM$072190C,AMT$0120215C,AMQ$1221210C,AXQ$1020835C,PLD$1121135C,MOD$0321146C,TGT$1221230C,CAT$102095C,GMU$092155C,LMQ$0421430C,MMM$0720190C,ADI$1221215C,AD1$0120148C,COP$0519105C,F$041911.0C,LMT$0721235C,MU$1221100C,SDQ$1220130C,EL$0419100C,GDQ$092135C,MMC$071985C,KFT$011948C,PNC$0219100C,XOM$051975C,BA$0421215C,CME$0519130C,CI$0721165C,CCI$0419100C,CSX$072198.5C,BDX$1220175C,CL$041970C,FIS$062175C,AQV$051954C,AOC$1220160C,USB$062156C,ACE$1019110C,FQV$041985C,COF$0120109C,FCX$112124C
MSQ$1020120C,TSL$0519330C,FB$0819146C,UVA$0420220C,JPM$0721147C,JNJ$1221145C,HD$1020305C,CAH$111945.5C,BAC$122018C,PCG$091926C,V$0120205C,MA$0721505C,AEQ$0421335C,PFE$122025C,NFL$1020615C,DIS$1020142C,CYQ$041931C,ORQ$041952C,CRM$0721295C,KO$031947C,PRQ$0721155C,TMO$0120150C,ACN$1221210C,ABT$012050C,PEP$0420137C,CVX$042074C,DH1$041985C,LLY$0420155C,PYP$1020165C,ABB$0120101C,CCQ$022143C,INQ$071950C,NKE$1221130C,VZ$011937C,QAQ$042060C,WFC$062151C,MCD$0720220C,IQU$0120252.5C,MRK$072087C,TXN$1221200C,PX$0921330C,MS$012059C,AMD$072197C,FPL$1019310C,T$072019.0C,LOW$1221235C,C$072177.0C,HN3$0520147C,UNP$0120190C,SHQ$022163C,MD1$1221118C,PM$072082C,UPS$1020162.5C,ANQ$051944.5C,BLK$0421870C,GS$0721465C,SQX$012065C,AXP$042087C,FDX$0420116C,BMY$092165C,CVS$092177C,IBM$072195C,AMT$0120220C,AMQ$1221215C,AXQ$1020840C,PLD$1121140C,MOD$0321147C,TGT$1221235C,CAT$0420100C,GMU$092156C,LMQ$0421435C,MMM$0720195C,ADI$1221220C,AD1$0120149C,COP$0519110C,F$041911.5C,LMT$0721240C,MU$1221105C,SDQ$1220135C,EL$0419105C,GDQ$092140C,MMC$071990C,KFT$011949C,PNC$0219105C,XOM$051976C,BA$0421220C,CME$0519135C,CI$0721170C,CCI$0419105C,CSX$072199C,BDX$1220180C,CL$041971C,FIS$062180C,AQV$051955C,AOC$1220165C,USB$062157C,ACE$1019115C,FQV$041990C,COF$0120110C,FCX$112125C
MSQ$1020125C,TSL$0519335C,FB$0819147C,UVA$0420225C,JPM$0721148C,JNJ$1221150C,HD$1020310C,CAH$111946.5C,BAC$122019C,PCG$091929C,V$0120210C,MA$0721510C,AEQ$0421340C,PFE$122028C,NFL$1020620C,DIS$1020143C,CYQ$041932C,ORQ$041953C,CRM$0721300C,KO$031948C,PRQ$0721160C,TMO$0120155C,ACN$1221215C,ABT$012055C,PEP$0420138C,CVX$042075C,DH1$041990C,LLY$0420160C,PYP$1020170C,ABB$0120102C,CCQ$022144C,INQ$071951C,NKE$1221135C,VZ$011938C,QAQ$042061C,WFC$062152C,MCD$0720225C,IQU$0120272.5C,MRK$072087.5C,TXN$1221205C,PX$0921340C,MS$012060C,AMD$072198C,FPL$1019320C,T$072020.0C,LOW$1221240C,C$072177.5C,HN3$0520148C,UNP$0120195C,SHQ$022164C,MD1$1221119C,PM$072083C,UPS$1020165C,ANQ$051948.5C,BLK$0421880C,GS$0721470C,SQX$012070C,AXP$042088C,FDX$0420117C,BMY$092166C,CVS$092178C,IBM$1020100C,AMT$0120225C,AMQ$1221220C,AXQ$1020845C,PLD$1121145C,MOD$0321148C,TGT$1221240C,CAT$0420101C,GMU$092157C,LMQ$0421440C,MMM$0720200C,ADI$1221225C,AD1$0120150C,COP$051935C,F$041912.0C,LMT$0721245C,MU$1221110C,SDQ$1220140C,EL$0419110C,GDQ$092145C,MMC$071995C,KFT$011950C,PNC$0219107C,XOM$051977C,BA$0421225C,CME$0519140C,CI$0721175C,CCI$0419110C,CSX$072199.5C,BDX$1220190C,CL$041972C,FIS$062185C,AQV$051956C,AOC$1220170C,USB$062158C,ACE$1019120C,FQV$041995C,COF$0120111C,FCX$112126C
MSQ$1020130C,TSL$0519340C,FB$0819148C,UVA$0420230C,JPM$0721149C,JNJ$1221155C,HD$1020315C,CAH$111947.5C,BAC$122020C,PCG$091933C,V$0120215C,MA$0721515C,AEQ$0421345C,PFE$122029C,NFL$1020625C,DIS$1020144C,CYQ$041933C,ORQ$041954C,CRM$0721310C,KO$031949C,PRQ$0721165C,TMO$0120160C,ACN$1221220C,ABT$012060C,PEP$0420139C,CVX$042076C,DH1$041995C,LLY$0420165C,PYP$1020175C,ABB$0120105C,CCQ$022145C,INQ$071953C,NKE$1221140C,VZ$011939C,QAQ$042062C,WFC$062153C,MCD$0720230C,IQU$0120277.5C,MRK$072088C,TXN$1221210C,PX$0921350C,MS$012065C,AMD$072199C,FPL$0920100C,T$072021.0C,LOW$1221245C,C$072178.0C,HN3$0520150C,UNP$0120200C,SHQ$022165C,MD1$1221120C,PM$072085C,UPS$1020167.5C,ANQ$041936.5C,BLK$0421890C,GS$0721475C,SQX$012075C,AXP$042089C,FDX$0420118C,BMY$092167C,CVS$092179C,IBM$1020105C,AMT$0120230C,AMQ$1221225C,AXQ$1020850C,PLD$1121150C,MOD$0321149C,TGT$1221245C,CAT$0420102C,GMU$092158C,LMQ$0421445C,MMM$0720210C,ADI$1221230C,AD1$0120155C,COP$051940C,F$041912.5C,LMT$0721250C,MU$1221115C,SDQ$1220145C,EL$0419115C,GDQ$092150C,MMC$0620100C,KFT$011951C,PNC$0219108C,XOM$051978C,BA$0421230C,CME$0519145C,CI$0721185C,CCI$0419120C,CSX$1020100C,BDX$1220200C,CL$041973C,FIS$062190C,AQV$051957C,AOC$1220175C,USB$062159C,ACE$1019125C,FQV$1220100C,COF$0120112C,FCX$112127C
