#NAME?,15/12/2018,,#NAME?,15/01/2019,,#NAME?,15/02/2019,,#NAME?,15/03/2019,,#NAME?,15/04/2019,,#NAME?,15/05/2019,,#NAME?,15/06/2019,,#NAME?,15/07/2019,,#NAME?,15/08/2019,,#NAME?,15/09/2019,,#NAME?,15/10/2019,,#NAME?,15/11/2019,,#NAME?,15/12/2019,,#NAME?,15/01/2020,,#NAME?,15/02/2020,,#NAME?,15/03/2020,,#NAME?,15/04/2020,,#NAME?,15/05/2020,,#NAME?,15/06/2020,,#NAME?,15/07/2020,,#NAME?,15/08/2020,,#NAME?,15/09/2020,,#NAME?,15/10/2020,,#NAME?,15/11/2020,,#NAME?,15/12/2020,,#NAME?,15/01/2021,,#NAME?,17/02/2021,,#NAME?,15/03/2021,,#NAME?,15/04/2021,,#NAME?,15/05/2021,,#NAME?,15/06/2021,,#NAME?,15/07/2021,,#NAME?,15/08/2021,,#NAME?,15/09/2021,,#NAME?,15/10/2021,,#NAME?,15/11/2021,
Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE
JPM$0119112C,,,PEP$0219112C,,,PYP$0319112C,,,PYP$0419112C,,,INQ$051959C,,,LLY$0619112C,,,PEP$0719130C,0.1778,4.75,CCQ$081946C,,,ABT$091976C,,,TMO$1019300C,0.1987,5.61,PEP$1119123C,,,TMO$1219330C,0.1657,0.35,FCX$01209.5C,,,ORQ$022056C,,,ORQ$032044C,,,ORQ$042047C,,,MA$0520245C,0.581,23.525,COF$062061C,,,PG$0720125C,0.221,0.76,HD$0820245C,0.3471,21.6,HD$0920250C,0.3481,34.84,BAC$102028C,0.3795,0.4,CI$1120150C,0.4403,28.125,MMC$1220155C,0.7339,1.15,F$01218.5C,,,CCQ$022152C,,,HD$0321245C,0.3226,36.5,MSQ$0421230C,0.265,10.35,MSQ$0521220C,0.3128,39.05,CME$0621200C,0.2511,19.2,XOM$072158C,,,PNC$0821125C,0.2736,64.2,PNC$0921125C,0.6287,65.55,MMM$1021175C,0.2343,11,MMM$1121175C,0.2094,8.6,MMM$1221170C,0.193,13.175
JNJ$0119119C,,,CVX$0219112C,,,ABB$031974C,,,ABB$041978C,,,NKE$051978C,,,PYP$0619112C,,,CVX$0719124C,,,INQ$081948C,0.2974,2.74,PEP$0919124C,,,ACN$1019190C,0.2571,9.6,CVX$1119114C,,,ACN$1219195C,0.1933,6,QX1$012034C,0.2156,1.86,CRM$0220170C,0.2278,14,CRM$0320127C,,,CRM$0420138C,,,AEQ$0520300C,0.465,40.05,FCX$06209C,0.6676,0.53,V$0720190C,0.3291,7,WLP$0820270C,0.4027,10,WLP$0920260C,0.3329,26.45,PG$1020148C,,,CCI$1120160C,0.3164,10.4,KFT$122057C,,,LMT$0121285C,0.4362,73.2,INQ$022162C,,,WLP$0321295C,,,TSL$0421590C,0.7757,123.8,TSL$0521450C,0.8605,283.7,CI$0621185C,0.5224,78.65,BA$0721200C,0.4381,47.73,XOM$082156C,,,XOM$092159C,,,ADI$1021170C,0.2372,7.4,ADI$1121180C,0.2041,1.25,ADI$1221175C,0.2722,12.5
HD$0119155C,0.2595,18.2,DH1$021995C,0.2601,10.55,CCQ$031941C,,,CCQ$041942C,,,VZ$051956C,,,ABB$061973C,,,DH1$0719160C,0.3415,0.75,NKE$081979C,,,CVX$0919115C,0.2333,4.3,ABT$101972C,,,DH1$1119160C,0.2772,0.15,ABT$121978C,,,MSQ$0120149C,,,KO$022042C,0.4216,14.8,KO$032044C,,,KO$042041C,,,PFE$052036C,0.3442,1.41,QX1$062043C,0.3301,1.25,MA$0720260C,0.4329,39.8,BAC$082030C,0.4449,0.2,BAC$092029C,0.3626,0.27,V$1020190C,0.308,17.7,BDX$1120255C,,,PNC$1220149C,,,MU$012156C,,,NKE$0221132C,,,BAC$032137C,0.3226,0.28,FB$0421265C,0.3384,13.1,FB$0521260C,0.3726,46.2,CCI$0621180C,0.1971,4.77,CME$0721195C,0.171,22.05,BA$0821210C,0.3515,17.35,BA$0921195C,0.4087,40.35,AD1$1021195C,0.2025,8,AD1$1121210C,0.2054,5.4,AD1$1221210C,0.3042,24.1
WLP$0119230C,0.3259,46.475,LLY$0219112C,,,INQ$031958C,,,INQ$041960C,0.1875,0.05,QAQ$051973C,,,CCQ$061946C,,,LLY$0719115C,0.2254,1.96,VZ$081959C,,,DH1$0919160C,,,PEP$1019125C,0.2337,12.175,LLY$1119112C,,,PEP$1219124C,,,TSL$012090C,0.8333,268.275,PRQ$0220270C,0.1889,31.275,PRQ$0320260C,0.3154,58.725,PRQ$0420265C,0.6691,34.5,NFL$0520360C,0.6782,62.7,MSQ$0620185C,0.2923,4.28,AEQ$0720345C,0.4441,63.64,PG$0820129C,,,PG$0920143C,,,MA$1020285C,0.3996,55.525,CL$112076C,,,XOM$122039C,,,SDQ$0121230C,0.2742,9.2,VZ$022158C,,,PG$0321134C,,,JPM$0421130C,0.3198,25.38,JPM$0521135C,0.2119,17.32,BDX$0621235C,,,CI$0721185C,0.4493,54.35,CME$0821190C,0.2546,21.2,CME$0921180C,0.2739,27.3,COP$102159C,,,COP$112167C,,,COP$122169C,,
BAC$011930C,0.3394,0.03,PYP$021965C,0.6113,26.875,NKE$031977C,,,NKE$041977C,,,WFC$051951C,,,INQ$061950C,0.2304,0.19,PYP$0719116C,,,QAQ$081968C,,,LLY$0919112C,,,CVX$1019112C,,,PYP$1119112C,,,CVX$1219112C,,,FB$0120205C,0.2118,2.3,TMO$0220340C,0.2105,6.4,TMO$0320320C,0.2115,21.7,TMO$0420340C,0.4777,2.15,DIS$0520112C,,,TSL$0620190C,1.8732,609.65,PFE$072036C,0.3338,0.43,V$0820190C,0.3135,10.55,V$0920195C,0.2502,8.3,AEQ$1020390C,0.6061,110.675,FIS$1120155C,0.3004,1.2,BA$1220205C,0.5428,3.85,EL$0121240C,0.2833,14.2,QAQ$0221140C,0.4821,21.7,V$0321210C,0.2555,4.25,JNJ$0421155C,0.212,6.99,JNJ$0521160C,0.1588,3.95,CL$062176C,,,CCI$0721175C,0.2771,21.1,CI$0821160C,0.5984,75.3,CI$0921165C,0.4288,45.85,F$102116.0C,0.4163,0.03,F$112118.5C,,,F$122119.0C,0.4727,1.31
PG$011962.5C,0.7554,34.15,ABB$021975C,0.3746,10.625,VZ$031957C,,,VZ$041959C,,,MCD$0519190C,0.1962,5.4,NKE$061976C,,,ABB$071978C,,,WFC$081948C,,,PYP$0919112C,,,DH1$1019160C,0.323,0.75,ABB$111973C,,,DH1$1219160C,0.1896,0.05,JPM$0120124C,,,ACN$0220200C,0.1672,9.15,ACN$0320122C,,,ACN$0420149C,,,CYQ$052044C,0.4075,1.18,FB$0620215C,0.3013,4.75,NFL$0720405C,0.5116,33.42,MA$0820275C,0.3346,35.3,MA$0920285C,0.3289,41.59,PFE$102037C,0.2854,1.49,AQV$112076C,,,CME$1220175C,0.2417,1,GDQ$012160C,0.2725,1.85,WFC$022135C,0.4138,0.99,MA$0321310C,0.3203,30.98,HD$0421270C,0.2509,10.6,HD$0521275C,0.3126,48.2,FIS$0621155C,0.212,1.95,CSX$072131.17C,,,CCI$0821180C,0.2884,23,CCI$0921170C,0.2896,25.2,LMT$1021295C,0.3949,51.45,LMT$1121280C,0.3181,85.55,LMT$1221280C,0.3362,61
V$0119112C,,,CCQ$021938C,,,QAQ$031949C,0.2459,3.25,QAQ$041950C,0.351,5.62,IQU$0519165C,0.4214,96.4,VZ$061956C,,,CCQ$071946C,,,MCD$0819205C,,,ABB$091968C,,,LLY$1019112C,,,CCQ$111948C,,,LLY$1219112C,,,JNJ$0120129C,,,ABT$022078C,,,ABT$032068C,,,ABT$042071C,,,ORQ$052055C,0.3395,1.44,JPM$0620112C,,,DIS$0720112C,,,AEQ$0820355C,0.4522,80.225,AEQ$0920385C,0.4419,66.525,NFL$1020415C,0.4457,81.74,AOC$1120190C,0.3503,24.1,CI$1220180C,0.5092,41.25,MMC$012175C,0.8263,41.95,MCD$0221200C,0.2475,11.3,AEQ$0321355C,0.524,134.87,WLP$0421330C,0.3103,18.87,WLP$0521350C,0.3082,28.1,AQV$0621115C,0.3422,0.1,BDX$0721230C,0.2098,13.2,CSX$082129.17C,0.2918,2.9,CSX$092131C,,,MU$102165C,0.4281,7.9,MU$112165C,0.2686,4.1,MU$122173C,,
MA$0119190C,0.3185,10.5,INQ$021957C,,,WFC$031951C,,,WFC$041951C,,,MRK$051970C,0.337,9.02,QAQ$061964C,,,INQ$071950C,0.2463,0.27,IQU$0819175C,0.4433,107.8,CCQ$091949C,,,PYP$1019112C,,,INQ$111961C,,,PYP$1219112C,,,HD$0120210C,0.161,6.25,PEP$0220131C,,,PEP$0320112C,,,PEP$0420114C,,,CRM$0520160C,0.4511,5.68,JNJ$0620139C,,,CYQ$072046C,0.3293,1.05,PFE$082037C,0.3201,0.82,PFE$092035C,0.2538,3.24,DIS$1020112C,,,USB$112040C,0.4047,1.09,CCI$1220125C,0.4352,43.1,KFT$012156C,,,IQU$0221372.5C,,,PFZ$032131C,,,BAC$042138C,0.3306,1.55,BAC$052140C,0.2619,1.3,AOC$0621240C,0.2282,17.4,CL$072178C,,,BDX$0821270C,0.2275,0.9,BDX$0921245C,,,SDQ$1021260C,0.2344,18.46,SDQ$1121260C,0.2275,10.5,SDQ$1221240C,0.2934,23.7
AEQ$0119220C,0.4026,20.31,NKE$021976C,,,MCD$0319185C,0.1447,0.41,MCD$0419185C,0.1377,2.7,TXN$0519112C,,,WFC$061949C,,,NKE$071981C,,,MRK$081974C,,,INQ$091953C,,,ABB$101972C,,,NKE$111965C,0.5781,29.95,ABB$121980C,0.2413,8,WLP$0120280C,0.2402,13.55,CVX$0220112C,,,CVX$0320112C,,,CVX$042063C,,,KO$052042C,,,HD$0620220C,0.4289,21.4,ORQ$072056C,,,NFL$0820375C,0.6229,150,NFL$0920385C,0.4334,98.825,CYQ$102042C,,,ACE$1120155C,0.5786,0.9,BDX$1220250C,0.2374,3.1,PNC$0121110C,0.494,33.4,MRK$022172.5C,0.2368,10.95,NFL$0321400C,0.5227,145.7,PG$0421132C,,,PG$0521140C,0.1781,1.35,USB$062159C,,,FIS$0721155C,0.1747,0.38,CL$082177C,,,CL$092178C,,,EL$1021320C,0.2229,11.42,EL$1121340C,0.2382,2.7,EL$1221350C,0.2254,8.8
PFE$011939C,0.3201,5.125,VZ$021956C,,,IQU$0319240C,0.238,3.81,IQU$0419240C,0.205,20.78,PX$0519190C,0.1949,1,MCD$0619195C,0.1563,5.6,VZ$071959C,,,TXN$0819116C,,,NKE$091978C,,,CCQ$101947C,,,VZ$111963C,,,CCQ$121948C,,,BAC$012035C,0.2046,0.85,DH1$0220170C,0.1579,0.8,DH1$0320160C,0.1774,5.8,DH1$0420160C,0.5304,3.9,PRQ$0520255C,0.4081,55.775,WLP$0620275C,,,CRM$0720175C,0.3829,7.2,DIS$0820115C,0.4263,9.96,DIS$0920112C,,,ORQ$102060C,0.3318,2.2,FQV$1120111C,,,CL$122076C,,,XOM$012145C,0.3883,1.04,TXN$0221180C,0.2895,2.41,DIS$0321190C,0.3361,5.5,V$0421210C,0.2558,16.22,V$0521210C,0.2425,16,ACE$0621165C,0.2296,7,AQV$072175C,0.6783,21.825,FIS$0821155C,0.1927,1.69,FIS$0921155C,0.2252,0.06,GDQ$102169C,,,GDQ$112168C,,,GDQ$122167C,,
NFL$0119295C,0.4893,7.42,QAQ$021947C,,,MRK$031972C,,,MRK$041971C,,,MS$051942C,0.3124,4.95,IQU$0619185C,0.4343,58.85,QAQ$071972C,,,PX$0819200C,0.2205,8.2,VZ$091959C,,,INQ$101950C,0.2716,3.56,QAQ$111960C,0.5831,18.225,INQ$121967C,,,PG$0120122C,,,LLY$0220129C,,,LLY$0320112C,,,LLY$0420128C,,,TMO$0520350C,0.3411,4.17,BAC$062029C,0.4957,0.06,KO$072044C,,,CYQ$082046C,0.3423,2.41,CYQ$092043C,,,CRM$1020225C,,,COF$112069C,,,FIS$1220155C,0.2422,1.1,BA$0121147C,,,PX$0221250C,0.2853,13.6,CYQ$032145C,0.2425,1.99,MA$0421315C,0.4116,67.725,MA$0521295C,0.4567,91.3,FQV$0621111C,,,AOC$0721220C,0.3248,30.6,AQV$082175C,0.4457,16.15,AQV$092179C,,,MMC$1021165C,0.1544,0.7,MMC$1121165C,0.1885,2.15,MMC$1221170C,0.1815,2.3
DIS$0119112C,,,WFC$021949C,,,TXN$0319112C,,,TXN$0419112C,,,AMD$051930C,0.6275,1.35,MRK$061971.5C,,,WFC$071950C,0.2237,0.13,MS$081940C,0.3693,4.77,QAQ$091970C,0.3681,4,NKE$1019120C,0.3985,0.02,WFC$111951C,,,NKE$1219115C,0.2942,0.03,V$0120190C,0.1442,1.09,PYP$0220112C,,,PYP$0320112C,,,PYP$0420112C,,,ACN$0520180C,0.4285,5.2,PG$0620122C,,,PRQ$0720275C,0.2707,24.58,ORQ$082058C,,,ORQ$092058C,,,KO$102045C,0.3148,6.35,FCX$112019.5C,,,AQV$122074C,,,CME$0121180C,0.2024,3.63,MS$022169C,,,ORQ$032165C,0.3113,1,AEQ$0421405C,0.339,44.28,AEQ$0521370C,0.6127,154.475,COF$0621155C,0.3081,8.4,USB$072159C,,,AOC$0821280C,0.3318,0.325,AOC$0921300C,0.2595,2,KFT$102161C,,,KFT$112162C,,,KFT$122160C,0.1798,3.04
CYQ$011941C,0.6082,6.125,MCD$0219180C,0.2223,6,PX$0319175C,0.182,1.55,PX$0419180C,0.1553,2.15,T$051929.0C,0.2321,3.2,TXN$0619112C,,,MCD$0719200C,0.1685,7.16,AMD$081932C,0.5897,3.07,WFC$091949C,,,VZ$101960C,0.1455,1.03,MCD$1119200C,0.2025,10.48,VZ$121963C,,,MA$0120265C,0.244,30.8,ABB$0220115C,0.3851,0.09,ABB$032071C,,,ABB$042069C,,,ABT$052080C,0.5636,11,V$0620185C,0.3301,4.85,TMO$0720380C,0.267,1.1,CRM$0820175C,0.3581,16.425,CRM$0920205C,,,PRQ$1020305C,0.249,40.55,QX1$112050C,0.4656,6.59,AOC$1220195C,0.2611,10.4,CI$0121165C,0.5308,41.525,AMD$0221112C,,,CRM$0321192.5C,,,PFZ$042137C,0.2191,0.27,PFZ$052139C,0.1958,0.29,FCX$062141C,0.5142,2.93,ACE$0721165C,0.2143,5.4,USB$082157C,,,USB$092157C,,,PNC$1021167.5C,,,PNC$1121260C,0.5418,0.9,PNC$1221130C,0.205,74.5
ORQ$011944C,0.3701,3.72,IQU$0219210C,0.2398,6,MS$031941C,0.255,1.29,MS$041942C,0.2596,1.93,LOW$0519112C,,,PX$0619195C,0.1679,0.325,IQU$0719240C,0.2748,17.45,T$081931.0C,0.2096,2.85,MCD$0919200C,0.2429,17.95,QAQ$101965C,0.3853,13.8,IQU$1119272.5C,,,QAQ$121969C,,,AEQ$0120285C,0.3663,31.3,CCQ$022048C,,,CCQ$032038C,,,CCQ$042038C,,,PEP$0520131C,,,MA$0620255C,0.405,25.81,ACN$0720205C,0.344,5.2,KO$082042C,,,KO$092045C,0.1889,3.5,TMO$1020430C,0.2194,17.9,MSQ$1120205C,0.3782,16.96,USB$122043C,,,CCI$0121160C,0.2497,2.8,FPL$022167.5C,0.3694,15.6,KO$032145C,0.3228,5.27,NFL$0421420C,0.4535,92.14,NFL$0521380C,0.5769,169.9,QX1$062160C,0.2709,1.6,FQV$0721111C,,,ACE$0821175C,0.1943,1.1,ACE$0921175C,0.2146,9.43,XOM$102158C,,,XOM$112160C,0.2625,3.5,XOM$122159C,,
CRM$0119112C,,,MRK$021969C,,,AMD$031928C,0.492,0.21,AMD$041930C,0.483,0.07,C$051958.5C,,,MS$061940C,0.3052,4.35,MRK$071978.5C,,,LOW$0819112C,,,IQU$0919205C,,,WFC$101951C,,,MRK$111973.5C,,,WFC$121954C,,,PFE$012038C,0.154,1.03,INQ$022069C,,,INQ$032067C,,,INQ$042066C,,,CVX$052075C,0.618,9.3,AEQ$0620325C,0.4268,39,ABT$072082C,,,PRQ$0820280C,0.3231,47.35,PRQ$0920285C,0.2647,51.525,ACN$1020210C,0.4075,31.9,TSL$1120286C,0.8724,166.02,ACE$1220160C,0.2643,1.4,BDX$0121280C,0.2789,0.35,T$022128.0C,0.2675,1.53,PRQ$0321275C,,,DIS$0421180C,0.3703,20.51,DIS$0521136C,,,MSQ$0621230C,0.285,17.95,COF$0721144C,,,FQV$0821111C,,,FQV$0921115C,0.2132,1.87,BA$1021200C,0.3512,14.85,BA$1121210C,0.3124,14.16,BA$1221185C,0.4424,43.67
KO$011937C,0.8617,13.225,TXN$0219112C,,,T$031927.0C,0.1827,3.3,T$041928.0C,0.1919,2.6,HN3$0519146C,,,AMD$061933C,0.4668,0.21,TXN$0719113C,,,C$081958.5C,,,MRK$091972.5C,0.3813,11.55,MCD$1019195C,0.2084,16.32,TXN$1119114C,,,MCD$1219190C,0.1313,6.09,NFL$0120285C,0.2976,20.93,NKE$0220112C,,,NKE$032071C,,,NKE$042071C,,,DH1$0520170C,0.3189,0.89,PFE$062033C,0.3568,5.15,PEP$0720128C,,,TMO$0820400C,0.2907,10,TMO$0920410C,0.2288,15.88,ABT$1020112C,,,FB$1120245C,0.4887,29.9,FQV$1220111C,,,CL$012180C,0.2443,5.45,LOW$0221180C,0.2463,1.69,TMO$0321420C,0.3883,79.8,CYQ$042146C,0.252,3.35,CYQ$052147C,0.3049,5.05,TSL$0621440C,0.7518,153,FCX$072140C,0.474,1.85,COF$0821175C,0.3,1.18,COF$0921160C,0.2984,,CME$1021195C,0.2067,1.87,CME$1121205C,,,CME$1221205C,,
PRQ$0119168C,0.4046,39.9,PX$0219170C,0.2665,1.1,LOW$0319112C,,,LOW$0419112C,,,UNP$0519160C,0.2329,9.38,T$061928.5C,,,PX$0719195C,0.2473,11,HN3$0819149C,,,TXN$0919118C,,,IQU$1019185C,0.6265,80.95,PX$1119220C,0.2601,0.4,IQU$1219185C,0.4404,81.4,DIS$0120131C,,,VZ$022060C,0.1486,0.76,VZ$032056C,,,VZ$042056C,,,LLY$0520148C,,,NFL$0620340C,0.5305,101,CVX$072075C,0.4886,16.725,ACN$0820215C,0.2828,11.99,ACN$0920220C,0.2534,14.45,PEP$1020128C,,,JPM$1120112C,,,COF$122073C,,,FIS$0121155C,0.2841,1.5,C$022157.5C,0.3579,9.15,ACN$0321235C,0.3815,26.6,ORQ$042169C,,,ORQ$052174C,,,FB$0621280C,0.3285,32.78,QX1$072160C,0.2866,6.4,FCX$082139C,0.4628,0.72,FCX$092137C,0.4223,2.72,CI$1021175C,0.3854,32.2,CI$1121185C,0.3527,23,CI$1221170C,0.371,45.6
TMO$0119230C,0.2506,9.28,MS$021940C,0.3261,3.1,C$031956.5C,,,C$041958.5C,,,SHQ$051952C,,,LOW$0619112C,,,MS$071941C,0.3045,2.715,UNP$0819170C,0.2207,6.5,PX$0919200C,0.2478,1.41,MRK$101974C,,,MS$111944C,0.2455,0.44,MRK$121978C,,,CYQ$012048C,,,QAQ$022075C,0.3743,15.075,QAQ$032071C,,,QAQ$042066C,,,PYP$0520112C,,,DIS$0620112C,,,DH1$0720185C,0.304,2.51,ABT$0820112C,,,ABT$0920112C,,,CVX$102074C,,,JNJ$1120132C,,,FCX$122030C,,,AQV$012182C,,,HN3$0221175C,0.3978,32,ABT$0321117C,,,CRM$0421200C,0.3209,15.37,CRM$0521200C,0.3044,30.71,UVA$0621180C,1.0259,389.65,MSQ$0721245C,0.2092,16.2,QX1$082168C,,,QX1$092172C,,,CCI$1021150C,0.4766,39.1,CCI$1121165C,0.2313,6.4,CCI$1221180C,0.1988,4.65
ACN$0119129C,,,AMD$021928C,0.7034,0.14,HN3$0319167.5C,,,HN3$0419144C,,,MD1$051977C,,,C$061961.0C,,,AMD$071935C,0.4954,0.4,SHQ$081947C,0.4089,0.25,MS$091942C,0.2783,0.53,TXN$1019120C,0.2681,11.45,AMD$111938C,0.5443,0.18,TXN$1219114C,,,ORQ$012054C,,,WFC$022051C,,,WFC$032033C,,,WFC$042032C,,,ABB$052078C,,,CYQ$062044C,0.3239,1.37,LLY$0720160C,0.3341,1.15,PEP$0820128C,,,PEP$0920131C,,,DH1$1020220C,0.2712,2.53,HD$1120245C,0.3488,43.75,QX1$122050C,0.3375,0.91,AOC$0121195C,0.2914,15.25,UNP$0221200C,0.3305,17.2,PEP$0321128C,,,KO$042145C,0.3577,5.66,KO$052149C,,,JPM$0621132C,,,TSL$0721485C,0.6182,130.9,MSQ$0821255C,0.2728,28.44,MSQ$0921260C,0.2376,29.99,CSX$102133C,,,CSX$112130.83C,0.3671,3,CSX$122135C,0.2037,0.95
ABT$011965C,0.2899,6.6,T$021928.0C,0.2751,2.7,UNP$0319149C,,,UNP$0419147C,,,PM$051977C,,,HN1$0619115C,0.9916,60.3,T$071931.0C,0.1852,1.48,MD1$0819112C,,,AMD$091934C,0.5482,0.87,PX$1019190C,0.2024,6.7,T$111935.0C,0.2966,3,PX$1219230C,0.1845,0.25,CRM$0120162.5C,,,MCD$0220210C,0.1635,3.43,MCD$0320160C,0.242,56.275,MCD$0420180C,0.5242,10.54,CCQ$052041C,,,ORQ$062055C,0.3398,1.36,PYP$0720175C,0.3395,0.89,CVX$082082C,,,CVX$092080C,0.2719,9.75,LLY$1020140C,0.3257,11.625,WLP$1120295C,,,MSQ$1220200C,0.3013,18.75,USB$012148C,,,SHQ$022159C,,,CVX$0321112C,,,PRQ$0421300C,0.2619,34.82,PRQ$0521310C,0.3208,58.9,JNJ$0621170C,0.161,3.75,FB$0721285C,0.3007,52.29,TSL$0821545C,0.6204,130.2,TSL$0921590C,0.4948,136.35,BDX$1021225C,,,BDX$1121245C,,,BDX$1221240C,0.2016,7.55
PEP$0119112C,,,LOW$0219112C,,,SHQ$031945C,0.2357,1.87,SHQ$041951C,,,UPS$0519112C,,,UNP$0619149C,,,LOW$0719120C,0.2443,0.02,PM$081977C,,,T$091932.0C,0.247,2.5,MS$101940C,0.3077,5.31,LOW$1119112C,,,MS$121945C,0.2412,4.29,KO$012041C,0.4301,13.525,IQU$0220250C,0.3067,27.51,IQU$0320185C,0.3257,119.5,IQU$0420242.5C,,,INQ$052075C,0.4113,0.07,CRM$0620165C,0.4191,9.9,ABB$0720120C,0.3841,0.04,DH1$0820195C,0.2765,3.45,DH1$0920200C,0.2449,9.89,PYP$1020195C,0.3519,6.43,BAC$112030C,0.3897,0.06,TSL$1220475C,0.5923,9.5,ACE$0121160C,0.2522,1.45,MD1$0221115C,0.2381,5.1,DH1$0321210C,0.311,30.52,TMO$0421450C,0.2728,14.9,TMO$0521420C,0.3579,76.1,HD$0621260C,0.4084,64.025,JPM$0721132C,,,FB$0821300C,0.3836,50.2,FB$0921305C,0.3365,58.875,CL$102176C,,,CL$112175C,0.1696,2.35,CL$122171C,,
CVX$0119112C,,,C$021956.5C,,,MD1$031979C,,,MD1$041979C,,,ANQ$051929C,0.4258,13.825,SHQ$061948C,0.2432,0.2,C$071964.5C,,,UPS$0819112C,,,LOW$0919112C,,,AMD$101932C,0.4182,0.93,C$111966.0C,,,AMD$121939C,0.3805,1.82,PRQ$0120260C,0.2,34,MRK$022073.5C,,,MRK$032071C,,,MRK$042071C,,,NKE$052082C,,,KO$062041C,,,CCQ$072043C,,,LLY$0820144C,,,LLY$0920144C,,,ABB$102081C,,,PG$1120149C,,,FB$1220240C,0.4274,37.85,FQV$0121111C,,,PM$022179C,,,LLY$0321185C,0.4089,23.625,ACN$0421250C,0.2781,18.95,ACN$0521250C,0.2736,36.59,WLP$0621345C,,,JNJ$0721170C,0.1362,0.92,UVA$0821195C,,,UVA$0921210C,0.3742,5.4,FIS$1021155C,0.9632,4.8,FIS$1121155C,0.3772,0.2,FIS$122180C,0.583,35.75
DH1$011985C,0.3057,15.55,HN3$0219126C,,,PM$031978C,,,PM$041978C,,,BLK$0519405C,,,MD1$0619115C,0.3673,0.05,HN3$0719180C,0.1622,1.1,ANQ$081944.5C,,,C$091960.0C,0.3304,3.8,T$101933.5C,,,HN3$1119160C,0.2109,6.15,T$121937.5C,,,TMO$0120340C,0.1563,0.84,TXN$0220120C,0.2853,10.4,TXN$0320112C,,,TXN$0420112C,,,VZ$052052C,,,PRQ$0620255C,0.3238,44.9,INQ$072066C,,,PYP$0820190C,0.4643,4.5,PYP$0920185C,0.3523,14.5,CCQ$102047C,,,V$1120200C,0.2895,7.98,UVA$1220165C,1.2762,366.9,COF$0121111C,,,UPS$0221150C,0.3793,13.25,PYP$0321225C,,,ABT$0421116C,,,ABT$0521119C,,,BAC$062139C,0.3058,3.5,HD$0721270C,0.261,36.9,JPM$0821135C,0.3573,21.5,JPM$0921136C,,,AQV$102174C,,,AQV$112165C,0.4264,11.9,AQV$122158C,,
LLY$0119112C,,,UNP$0219143C,,,UPS$0319112C,,,UPS$0419112C,,,GS$0519190C,0.247,14.49,PM$061974C,,,UNP$0719175C,0.2282,2.25,BLK$0819410C,0.2194,72.6,HN3$0919146C,,,LOW$1019112C,,,UNP$1119170C,0.2415,1.5,LOW$1219112C,,,ACN$0120195C,0.2157,11.6,PX$0220210C,0.1925,6.1,PX$0320175C,0.2329,47.75,PX$0420180C,0.5553,7.98,QAQ$052075C,0.5317,5.02,TMO$0620350C,0.2897,7.2,NKE$0720120C,0.3892,0.11,ABB$0820115C,0.2947,0.35,ABB$092065C,0.5637,30.15,INQ$102057C,,,MA$1120280C,0.4578,60.525,JPM$1220112C,,,FCX$012140C,,,ANQ$022198.5C,,,ABB$0321112C,,,PEP$0421128C,,,PEP$0521134C,,,PG$0621138C,,,WLP$0721355C,,,JNJ$0821175C,0.1538,1.14,JNJ$0921170C,0.1365,6,AOC$1021320C,0.2069,0.63,AOC$1121310C,0.2293,9.1,AOC$1221300C,0.2583,8.5
